9	J	2457
8	W	2457
9	R	2457
9	E	2522
8	J	2522
8	R	2522
10	N	2523
10	J	2523
8	W	2524
10	R	2524
10	E	2642
8	J	2642
8	R	2642
11	N	2643
11	J	2643
8	W	2643
11	R	2643
11	E	2675
8	J	2675
8	R	2675
12	N	2677
12	J	2678
8	W	2678
12	R	2678
12	E	2760
8	J	2760
8	R	2760
8	E	2762
4	J	2762
4	R	2763
13	N	2763
13	J	2763
4	W	2764
13	R	2764
4	J	2766
13	E	2767
4	R	2767
4	W	2767
0	R	2767
4	J	3001
4	R	3001
4	W	3002
0	R	3002
4	J	3023
4	R	3023
4	W	3023
0	R	3023
4	J	3041
4	R	3041
4	W	3041
0	R	3042
4	J	3061
4	R	3061
4	W	3061
0	R	3061
3	J	3073
3	R	3073
3	W	3073
0	R	3073
4	J	3120
4	R	3120
4	W	3120
0	R	3120
4	J	3145
4	R	3145
4	W	3145
0	R	3145
4	J	3156
4	R	3156
4	W	3156
0	R	3156
4	J	3173
4	R	3173
4	W	3173
0	R	3174
4	J	3174
4	R	3174
4	W	3174
0	R	3174
4	J	3186
4	R	3186
4	W	3186
0	R	3186
4	J	3211
4	R	3211
4	W	3211
0	R	3211
4	J	3238
4	R	3238
4	W	3238
0	R	3238
4	J	3246
4	R	3246
4	W	3246
0	R	3246
4	J	3262
4	R	3262
4	W	3262
0	R	3262
4	J	3298
4	R	3298
4	W	3298
0	R	3298
4	J	3317
4	R	3317
4	W	3317
0	R	3317
4	J	3332
4	R	3332
4	W	3332
0	R	3332
4	J	3349
4	R	3349
4	W	3349
0	R	3349
4	J	3367
4	R	3367
14	N	3368
14	J	3368
4	W	3369
14	R	3369
15	N	3370
15	J	3370
16	N	3371
16	J	3371
17	N	3371
17	J	3372
18	N	3372
18	J	3372
14	J	3389
18	R	3389
18	J	3409
17	R	3409
17	W	3409
16	R	3409
16	J	3429
15	R	3429
15	J	3449
18	R	3449
18	J	3469
16	R	3469
16	J	3489
15	R	3489
15	J	3509
14	R	3509
17	J	3529
14	J	3529
17	R	3529
17	W	3529
18	R	3529
18	J	3549
16	R	3549
16	J	3569
15	R	3569
15	J	3589
14	R	3589
14	J	3609
18	R	3609
18	J	3629
16	R	3629
17	J	3649
16	J	3649
17	R	3649
17	W	3649
15	R	3649
15	J	3669
14	R	3669
14	J	3689
18	R	3689
18	J	3709
16	R	3709
16	J	3729
15	R	3729
15	J	3749
14	R	3749
17	J	3769
14	J	3769
17	R	3769
17	W	3769
18	R	3769
18	J	3789
16	R	3789
16	J	3809
15	R	3809
15	J	3829
14	R	3829
14	J	3849
18	R	3849
18	J	3869
16	R	3869
17	J	3889
16	J	3889
17	R	3889
17	W	3889
15	R	3889
15	J	3909
14	R	3909
14	J	3929
18	R	3929
18	J	3949
16	R	3949
16	J	3969
15	R	3969
15	J	3989
14	R	3989
17	J	4009
14	J	4009
17	R	4009
17	W	4009
18	R	4009
18	J	4029
16	R	4029
16	J	4049
15	R	4049
15	J	4069
14	R	4069
14	J	4089
18	R	4089
18	J	4109
16	R	4109
17	J	4129
16	J	4129
17	R	4129
17	W	4129
15	R	4129
15	J	4149
14	R	4149
14	J	4169
18	R	4169
18	J	4189
16	R	4189
16	J	4209
15	R	4209
15	W	4209
14	R	4209
14	J	4229
18	R	4229
17	J	4249
18	J	4249
17	R	4249
17	W	4249
16	R	4249
16	J	4269
14	R	4269
14	J	4289
18	R	4289
18	J	4309
16	R	4309
15	J	4329
16	J	4329
15	R	4329
15	W	4329
14	R	4329
14	J	4349
18	R	4349
17	J	4369
18	J	4369
17	R	4369
17	E	4369
16	R	4369
16	J	4389
14	R	4389
14	J	4409
18	R	4409
18	J	4429
16	R	4429
15	J	4449
16	J	4449
15	R	4449
15	J	4487
14	R	4487
14	J	4507
18	R	4507
18	J	4527
16	R	4527
16	J	4547
15	R	4547
15	J	4567
14	R	4567
14	J	4587
18	R	4587
18	J	4607
16	R	4607
16	J	4627
15	R	4627
15	J	4647
14	R	4647
14	J	4667
18	R	4667
18	J	4687
16	R	4687
16	J	4707
15	R	4707
15	J	4727
14	R	4727
14	J	4747
18	R	4747
18	J	4767
16	R	4767
16	J	4787
15	R	4787
15	J	4807
14	R	4807
14	J	4827
18	R	4827
18	J	4847
16	R	4847
16	J	4867
15	R	4867
15	J	4887
14	R	4887
14	J	4907
18	R	4907
18	W	4907
16	R	4907
16	J	4927
15	R	4927
15	J	4947
14	R	4947
14	J	4967
16	R	4967
16	J	4987
15	R	4987
15	J	5007
14	R	5007
18	J	5027
14	J	5027
18	R	5027
18	W	5027
16	R	5027
16	J	5047
15	R	5047
15	J	5067
14	R	5067
14	J	5087
16	R	5087
16	J	5107
15	R	5107
15	E	5109
14	R	5109
18	J	5129
14	J	5129
18	R	5129
18	W	5129
16	R	5129
16	J	5149
14	R	5149
14	J	5169
16	R	5169
16	J	5189
14	R	5189
14	J	5209
16	R	5209
16	J	5229
14	R	5229
18	J	5249
14	J	5249
18	R	5249
18	W	5249
16	R	5249
16	J	5269
14	R	5269
14	J	5289
16	R	5289
16	J	5309
14	R	5309
14	J	5329
16	R	5329
16	J	5349
14	R	5349
18	J	5369
14	J	5369
18	R	5369
18	E	5369
16	R	5369
16	J	5389
14	R	5389
14	J	5409
16	R	5409
16	J	5429
14	R	5429
14	J	5449
16	R	5449
16	J	5469
14	R	5469
14	J	5489
16	R	5489
16	J	5509
14	R	5509
14	J	5529
16	R	5529
16	J	5549
14	R	5549
14	J	5569
16	R	5569
16	J	5589
14	R	5589
14	J	5609
16	R	5609
16	J	5629
14	R	5629
14	J	5649
16	R	5649
16	J	5669
14	R	5669
14	J	5689
16	R	5689
16	J	5709
14	R	5709
14	J	5729
16	R	5729
16	J	5749
14	R	5749
14	J	5769
16	R	5769
16	J	5789
14	R	5789
14	J	5809
16	R	5809
16	J	5829
14	R	5829
14	J	5849
16	R	5849
16	J	5869
14	R	5869
14	J	5889
16	R	5889
16	J	5909
14	R	5909
14	J	5929
16	R	5929
16	J	5949
14	R	5949
14	J	5969
16	R	5969
16	E	5969
14	R	5969
14	E	5971
4	J	5971
4	R	5971
19	N	5971
19	J	5971
4	W	5972
19	R	5972
4	J	5974
19	E	5975
4	R	5975
4	W	5975
0	R	5975
4	J	11950
4	R	11950
4	W	11950
0	R	11950
4	J	12085
4	R	12085
4	W	12085
0	R	12085
4	J	12253
4	R	12253
4	W	12253
0	R	12253
4	J	12416
4	R	12416
4	W	12416
0	R	12416
4	J	12435
4	R	12435
4	W	12435
0	R	12435
4	J	13471
4	R	13471
4	W	13471
0	R	13471
4	J	13502
4	R	13502
4	W	13502
0	R	13502
4	J	13513
4	R	13513
4	W	13513
0	R	13513
4	J	13534
4	R	13535
4	W	13535
0	R	13535
4	J	13597
4	R	13597
4	W	13597
0	R	13597
4	J	13622
4	R	13622
4	W	13622
0	R	13622
4	J	13640
4	R	13640
4	W	13640
0	R	13640
4	J	13656
4	R	13656
4	W	13656
0	R	13656
4	J	13686
4	R	13686
20	N	13687
20	J	13688
4	W	13688
20	R	13688
